순번	대학(원)	학과(부)	학년	이수구분	학수번호	교과목명	교과목명(영문)	담당교수	강의실	시간표	수업방법관리	Teaching Method	학점
122	인문대학	불어불문학과	4	전공선택	AIF6054001	유럽통상학의이해	UNDERSTANDING OF EUROPEAN TRADE	파비앙	제15호관 인문대학-306 세미나실-4[SP306]	 [SP306:수(7-8A)(8B-9)]	오프라인	offline class	3
123	인문대학	불어불문학과	4	전공선택	AIF6153001	프랑스연극의이해	UNDERSTANDING OF FRENCH PLAY	이영석	"제15호관 인문대학-306 세미나실-4[SP306], 제15호관 인문대학-501 전용어학실습실-1[SP501]"	 [SP306:월(7-8A)] [SP501:금(7-8A)]	오프라인	offline class	3
124	인문대학	일어일문학과	1	전공기초	0007800071	자기설계세미나 I	Self - Design Seminar I	이건상	제15호관 인문대학-401 전용어학실습실-1[SP401]	 [SP401:수(9)]	오프라인	offline class	1
125	인문대학	일어일문학과	1	전공기초	0007800072	자기설계세미나 I	Self - Design Seminar I	남상욱	제15호관 인문대학-323 강의실(소)-5[SP323]	 [SP323:수(9)]	오프라인	offline class	1
126	인문대학	일어일문학과	1	전공기초	0007800073	자기설계세미나 I	Self - Design Seminar I	이석	제15호관 인문대학-405 대학원세미나실[SP405]	 [SP405:수(9)]	오프라인	offline class	1
127	인문대학	일어일문학과	1	전공기초	AIC6039001	일본어입문(1)	INTRODUCTION TO JAPANESE STUDY(1)	신은진	"제15호관 인문대학-301 대학원강의실[SP301], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP301:목(5)] [SP401:월(2)(3)]	오프라인	offline class	3
128	인문대학	일어일문학과	1	전공기초	AIC6039002	일본어입문(1)	INTRODUCTION TO JAPANESE STUDY(1)	신은진	"제15호관 인문대학-301 대학원강의실[SP301], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP301:목(6)] [SP401:월(4)(5)]	오프라인	offline class	3
129	인문대학	일어일문학과	1	전공필수	0009894001	일본문화콘텐츠입문	Introduction to Japanese Culture Contents	이석	제15호관 인문대학-401 전용어학실습실-1[SP401]	 [SP401:화(2)(3)(4)]	오프라인	offline class	3
130	인문대학	일어일문학과	1	전공선택	0005993001	일본명작감상	JAPANESE CLASSIC LITERATURE APPRECIATION	배관문	제15호관 인문대학-323 강의실(소)-5[SP323]	 [SP323:수(5B-6)(7-8A)]	오프라인	offline class	3
131	인문대학	일어일문학과	1	전공선택	0010599001	기초일본어회화1	Basic Japanese Conversation 1	나카무라유리	"제15호관 인문대학-323 강의실(소)-5[SP323], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP323:화(6)] [SP401:금(2)(3)]	오프라인	offline class	2
132	인문대학	일어일문학과	1	전공선택	0010599002	기초일본어회화1	Basic Japanese Conversation 1	나카무라유리	"제15호관 인문대학-323 강의실(소)-5[SP323], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP323:화(7)] [SP401:금(5)(6)]	오프라인	offline class	2
133	인문대학	일어일문학과	1	전공선택	0010600001	일본어학의이해	Understanding Japanese studies	홍영주	제15호관 인문대학-323 강의실(소)-5[SP323]	 [SP323:목(7-8A)(8B-9)]	오프라인	offline class	3
134	인문대학	일어일문학과	2	전공기초	0010602001	아카데믹일본어1	Academic Japanese 1	신은진	제15호관 인문대학-323 강의실(소)-5[SP323]	" [SP323:화(2)(3),금(2)]"	오프라인	offline class	2
135	인문대학	일어일문학과	2	전공필수	0000367001	일본근현대사	Modern History of Japan	박진한	"제15호관 인문대학-323 강의실(소)-5[SP323], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP323:월(2B-3)] [SP401:목(5B-6)]	오프라인	offline class	3
136	인문대학	일어일문학과	2	전공선택	0006006001	표상문화론	CULTURE & REPRESENTATION	신민정	제15호관 인문대학-401 전용어학실습실-1[SP401]	 [SP401:월(7-8A)(8B-9)]	오프라인	offline class	3
137	인문대학	일어일문학과	2	전공선택	0010043001	현대일본과일본인	Modern Japan and Japanese People	이강원	"제15호관 인문대학-323 강의실(소)-5[SP323], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP323:금(4-5A)] [SP401:목(4-5A)]	오프라인	offline class	3
138	인문대학	일어일문학과	2	전공선택	0010601001	일본문화콘텐츠비평	Criticism of Japanese Culture Contents	이석	"제15호관 인문대학-323 강의실(소)-5[SP323], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP323:월(5B-6)] [SP401:화(7-8A)]	오프라인	offline class	3
139	인문대학	일어일문학과	2	전공선택	0010603001	일본의지역지리	Regional Geography of Japan	다무라 후미노리	제15호관 인문대학-323 강의실(소)-5[SP323]	 [SP323:금(5B-6)(7-8A)]	오프라인	offline class	3
140	인문대학	일어일문학과	2	전공선택	AIC6047001	실천일본어회화(1)	PRACTICE OF JAPANESE CONVERSATION(1)	나카무라유리	"제15호관 인문대학-323 강의실(소)-5[SP323], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP323:화(4)] [SP401:목(8)(9)]	오프라인	offline class	2
141	인문대학	일어일문학과	3	전공필수	0010617001	일본지역사회의이해	Understanding of Japanese Local Communities	이강원	"제15호관 인문대학-317 교육통계실습실[SP317], 제15호관 인문대학-323 강의실(소)-5[SP323]"	 [SP317:금(5B-6)] [SP323:목(5B-6)]	오프라인	offline class	3
142	인문대학	일어일문학과	3	전공선택	0005974001	일본어학사	HISTORY OF JAPANESE LINGUISTICS	이건상	"제15호관 인문대학-323 강의실(소)-5[SP323], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP323:수(4-5A)] [SP401:화(5B-6)]	오프라인	offline class	3
143	인문대학	일어일문학과	3	전공선택	0010604001	일본도시사	Japanese Urban History	박진한	"제15호관 인문대학-317 교육통계실습실[SP317], 제15호관 인문대학-323 강의실(소)-5[SP323]"	 [SP317:화(2B-3)] [SP323:목(2B-3)]	오프라인	offline class	3
144	인문대학	일어일문학과	3	전공선택	0010605001	일본근현대문학강독	Japanese Modern and Contemporary Literature	남상욱	"제15호관 인문대학-323 강의실(소)-5[SP323], 제15호관 인문대학-401 전용어학실습실-1[SP401]"	 [SP323:목(4-5A)] [SP401:수(7-8A)]	오프라인	offline class	3
145	인문대학	일어일문학과	3	전공선택	AIC6054001	응용일본어회화(1)	APPLICATION OF JAPANESE CONVERSATION(1)	양내윤	제15호관 인문대학-317 교육통계실습실[SP317]	 [SP317:월(1)(2)(3)]	오프라인	offline class	2
146	인문대학	일어일문학과	4	전공선택	0007815001	일본지역문화기획캡스톤디자인	The Capstone Design for Japanese Cultural Planning	이강원	제15호관 인문대학-401 전용어학실습실-1[SP401]	 [SP401:수(4)(5)(6)]	오프라인	offline class	3
147	인문대학	일어일문학과	4	전공선택	0010608001	일본어연구방법론	Japanese Language Research Methodology	홍영주	제15호관 인문대학-317 교육통계실습실[SP317]	 [SP317:목(2B-3)(4-5A)]	오프라인	offline class	3
148	인문대학	중어중국학과	1	전공기초	0008661001	현대중국개론	Introduction to Contemporary China	권기영	"제15호관 인문대학-322 강의실(대)-4[SP322], 제15호관 인문대학-402 전용어학실습실-2[SP402]"	 [SP322:금(7-8A)] [SP402:수(1-2A)]	오프라인	offline class	3
149	인문대학	중어중국학과	1	전공기초	0008661002	현대중국개론	Introduction to Contemporary China	권기영	제15호관 인문대학-322 강의실(대)-4[SP322]	" [SP322:수(7-8A),금(1-2A)]"	오프라인	offline class	3
150	인문대학	중어중국학과	1	전공필수	0008657001	중국사개론	Introduction to Chinese History	안치영	제15호관 인문대학-322 강의실(대)-4[SP322]	" [SP322:월(7-8A),목(1-2A)]"	오프라인	offline class	3
151	인문대학	중어중국학과	1	전공필수	0008657002	중국사개론	Introduction to Chinese History	이용운	제15호관 인문대학-322 강의실(대)-4[SP322]	" [SP322:월(1-2A),목(7-8A)]"	오프라인	offline class	3
152	인문대학	중어중국학과	1	전공선택	0007800025	자기설계세미나 I	Self - Design Seminar I	최윤경	제15호관 인문대학-402 전용어학실습실-2[SP402]	 [SP402:목(3)]	오프라인	offline class	1
153	인문대학	중어중국학과	1	전공선택	0007800026	자기설계세미나 I	Self - Design Seminar I	최윤경	제15호관 인문대학-402 전용어학실습실-2[SP402]	 [SP402:목(6)]	오프라인	offline class	1
154	인문대학	중어중국학과	1	전공선택	AID6433001	기초중국어1	BASIC CHINESE(1)	최윤경	"제15호관 인문대학-322 강의실(대)-4[SP322], 제15호관 인문대학-402 전용어학실습실-2[SP402]"	" [SP322:월(5)(6)] [SP402:수(5)(6),금(3)(4)]"	온라인(동영상+화상)+오프라인	online + offline class	3
155	인문대학	중어중국학과	1	전공선택	AID6433002	기초중국어1	BASIC CHINESE(1)	조혜영	"제15호관 인문대학-402 전용어학실습실-2[SP402], 제15호관 인문대학-405 대학원세미나실[SP405]"	" [SP402:수(3)(4)] [SP405:월(3)(4),화(5)(6)]"	오프라인	offline class	3
156	인문대학	중어중국학과	2	전공필수	AID6404001	집중중국어실습(1)	INTENSIVE ADVANCED CHINESE (1)	신용권	제15호관 인문대학-402 전용어학실습실-2[SP402]	" [SP402:월(4)(5),화(7)(8)]"	오프라인	offline class	2
157	인문대학	중어중국학과	2	전공필수	AID6404002	집중중국어실습(1)	INTENSIVE ADVANCED CHINESE (1)	신용권	제15호관 인문대학-402 전용어학실습실-2[SP402]	" [SP402:월(7)(8),화(4)(5)]"	오프라인	offline class	2
158	인문대학	중어중국학과	2	전공필수	AID6405001	중국어듣기와말하기(1)	LISTENING AND CONVERSATION IN CHINESE(1)	청웨이웨이	제15호관 인문대학-402 전용어학실습실-2[SP402]	" [SP402:수(7)(8),목(1)(2)]"	오프라인	offline class	2
159	인문대학	중어중국학과	2	전공필수	AID6405002	중국어듣기와말하기(1)	LISTENING AND CONVERSATION IN CHINESE(1)	청웨이웨이	제15호관 인문대학-402 전용어학실습실-2[SP402]	" [SP402:목(7)(8),금(1)(2)]"	오프라인	offline class	2
160	인문대학	중어중국학과	2	전공선택	0010047001	중국학을위한경제학입문	Basic Economics for China Studies	이현태	제15호관 인문대학-322 강의실(대)-4[SP322]	" [SP322:화(2B-3),수(1-2A)]"	온라인(동영상+화상)	online class	3
161	인문대학	중어중국학과	2	전공선택	0010490001	이미지로보는중국문화	Understanding Chinese Culture Through Images	윤지양	제15호관 인문대학-322 강의실(대)-4[SP322]	" [SP322:수(5B-6),금(5B-6)]"	오프라인	offline class	3
162	인문대학	중어중국학과	2	전공선택	AID6401001	중국사회론	CHINESE CONTEMPORARY SOCIOLOGY	조형진	"제15호관 인문대학-322 강의실(대)-4[SP322], 제15호관 인문대학-402 전용어학실습실-2[SP402]"	 [SP322:수(2B-3)] [SP402:화(1-2A)]	오프라인	offline class	3
163	인문대학	중어중국학과	2	전공선택	AID6402001	중국전근대사	PRE- MODERN HISTORY OF CHINA	이용운	제15호관 인문대학-322 강의실(대)-4[SP322]	" [SP322:월(2B-3),목(5B-6)]"	오프라인	offline class	3
164	인문대학	중어중국학과	3	전공필수	0008658001	중국학강독	Chinese Material Reading	조봉래	제15호관 인문대학-322 강의실(대)-4[SP322]	" [SP322:화(1-2A),금(8B-9)]"	오프라인	offline class	3
165	인문대학	중어중국학과	3	전공필수	0008658002	중국학강독	Chinese Material Reading	이현태	"제15호관 인문대학-317 교육통계실습실[SP317], 제15호관 인문대학-322 강의실(대)-4[SP322]"	 [SP317:금(1-2A)] [SP322:화(8B-9)]	오프라인	offline class	3
166	인문대학	중어중국학과	3	전공필수	AID6413001	중국전통사상	THE CHINESE THOUGHTS	조봉래	"제15호관 인문대학-322 강의실(대)-4[SP322], 제15호관 인문대학-402 전용어학실습실-2[SP402]"	 [SP322:목(2B-3)] [SP402:월(1-2A)]	오프라인	offline class	3
167	인문대학	중어중국학과	3	전공선택	0009385001	중국문화산업의이해	INTRODUCTION TO CULTURAL INDUSTRY IN CHINA	권기영	제15호관 인문대학-322 강의실(대)-4[SP322]	" [SP322:화(7-8A),금(4-5A)]"	오프라인	offline class	3
168	인문대학	중어중국학과	3	전공선택	0010491001	중국소설속사랑과정의	Love And Justice in Chinese Novel	윤지양	"제15호관 인문대학-322 강의실(대)-4[SP322], 제15호관 인문대학-402 전용어학실습실-2[SP402]"	 [SP322:금(2B-3)] [SP402:화(2B-3)]	오프라인	offline class	3
169	인문대학	중어중국학과	3	전공선택	AID6415001	중국어듣기와말하기(3)	LISTENING AND CONVERSATION IN CHINESE(3)	청웨이웨이	제15호관 인문대학-402 전용어학실습실-2[SP402]	" [SP402:목(4)(5),금(6)(7)]"	오프라인	offline class	2
170	인문대학	중어중국학과	3	전공선택	AID6419001	현대중국정치	POLITICAL  CHANGE IN CONTEMPORARY CHINA	안치영	"제15호관 인문대학-322 강의실(대)-4[SP322], 제15호관 인문대학-402 전용어학실습실-2[SP402]"	 [SP322:화(4-5A)] [SP402:월(2B-3)]	오프라인	offline class	3
171	인문대학	중어중국학과	4	전공필수	0008820001	중국학연구종합설계	Comprehensive Design of Chinese Studies	장정아	"제15호관 인문대학-317 교육통계실습실[SP317], 제15호관 인문대학-322 강의실(대)-4[SP322]"	 [SP317:월(7-8A)] [SP322:수(4-5A)]	오프라인	offline class	3
172	인문대학	중어중국학과	4	전공필수	0008820002	중국학연구종합설계	Comprehensive Design of Chinese Studies	안치영	제15호관 인문대학-317 교육통계실습실[SP317]	" [SP317:수(7-8A),목(7-8A)]"	오프라인	offline class	3
173	인문대학	중어중국학과	4	전공필수	0008820003	중국학연구종합설계	Comprehensive Design of Chinese Studies	조봉래	"제15호관 인문대학-317 교육통계실습실[SP317], 제15호관 인문대학-322 강의실(대)-4[SP322]"	 [SP317:목(5B-6)] [SP322:화(5B-6)]	오프라인	offline class	3
174	인문대학	중어중국학과	4	전공필수	0010492001	고급한어강독	Advanced Chinese Reading 	조혜영	"제15호관 인문대학-317 교육통계실습실[SP317], 제15호관 인문대학-322 강의실(대)-4[SP322]"	 [SP317:월(5B-6)] [SP322:수(8B-9)]	오프라인	offline class	3
175	인문대학	중어중국학과	4	전공필수	0010492002	고급한어강독	Advanced Chinese Reading 	조혜영	"제15호관 인문대학-317 교육통계실습실[SP317], 제15호관 인문대학-322 강의실(대)-4[SP322]"	 [SP317:수(5B-6)] [SP322:월(8B-9)]	오프라인	offline class	3
176	인문대학	중어중국학과	4	전공선택	AID6429001	현대중국의법문화	CHINESE LAW	김호	"제15호관 인문대학-301 대학원강의실[SP301], 제15호관 인문대학-322 강의실(대)-4[SP322]"	 [SP301:화(4-5A)] [SP322:목(4-5A)]	오프라인	offline class	3
177	자연과학대학	수학과	1	교양필수	XAA1358013	대학수학(1)	CALCULUS(1)	이윤복	제5호관 자연과학대학·생명과학기술대학-309 강의실(중)-1[SF309]	" [SF309:월(1-2A),목(5B-6)]"	오프라인	offline class	3
178	자연과학대학	수학과	1	전공기초	XAA1168002	일반물리학(1)	GENERAL PHYSICS(1)	김말진	제5호관 자연과학대학·생명과학기술대학-335 강의실-대(계단식)[SF335]	 [SF335:수(5)(6)]	오프라인	offline class	2
179	자연과학대학	수학과	1	전공기초	XAA1171003	일반물리학실험(1)	LABORATORY IN GENERAL PHYSICS(1)	김정우	제5호관 자연과학대학·생명과학기술대학-114 공통물리실험실-2[SF114]	 [SF114:월(5)(6)]	오프라인	offline class	1
180	자연과학대학	수학과	1	전공기초	XAA1171004	일반물리학실험(1)	LABORATORY IN GENERAL PHYSICS(1)	함효식	제5호관 자연과학대학·생명과학기술대학-115 공통물리실험실-3[SF115]	 [SF115:월(5)(6)]	오프라인	offline class	1
